date,district,rainfall_mm
2020-05-15,aizawl,9.757418724798388
2020-05-16,aizawl,8.47000023626512
2020-05-17,aizawl,0.4867741984705771
2020-05-18,aizawl,0.0982257935308641
2020-05-19,aizawl,36.11451376638105
2020-05-20,aizawl,8.67306420110887
2020-05-21,aizawl,2.73016111312374
2020-05-22,aizawl,3.0883870278635333
2020-05-15,alipurduar,23.4416015625
2020-05-16,alipurduar,22.2283984375
2020-05-17,alipurduar,2.044599914550781
2020-05-18,alipurduar,2.301000061035156
2020-05-19,alipurduar,4.24219970703125
2020-05-20,alipurduar,56.7827978515625
2020-05-21,alipurduar,28.6219970703125
2020-05-22,alipurduar,7.351400146484375
2020-05-15,allahabad,1.1474444071451824
2020-05-16,allahabad,0.0
2020-05-17,allahabad,0.0
2020-05-18,allahabad,0.11255554623074002
2020-05-19,allahabad,0.6633332994249131
2020-05-20,allahabad,0.2013333214653863
2020-05-21,allahabad,0.0
2020-05-22,allahabad,0.0
2020-05-15,ambedkarnagar,0.01473684216800489
2020-05-16,ambedkarnagar,0.0
2020-05-17,ambedkarnagar,0.0
2020-05-18,ambedkarnagar,0.0
2020-05-19,ambedkarnagar,0.14710526717336556
2020-05-20,ambedkarnagar,0.8794736360248766
2020-05-21,ambedkarnagar,0.0
2020-05-22,ambedkarnagar,0.0
2020-05-15,amethi,0.0003448275784993994
2020-05-16,amethi,0.0
2020-05-17,amethi,0.0
2020-05-18,amethi,0.3558620584422144
2020-05-19,amethi,0.016724137396648013
2020-05-20,amethi,0.0
2020-05-21,amethi,0.0
2020-05-22,amethi,0.0
2020-05-15,anjaw,2.1702779134114585
2020-05-15,anjaw,1.3131394497183866
2020-05-16,anjaw,10.317777845594618
2020-05-16,anjaw,7.115116562954215
2020-05-17,anjaw,2.5838887956407337
2020-05-17,anjaw,4.688604310501454
2020-05-18,anjaw,0.7722223069932725
2020-05-18,anjaw,1.8810463838799054
2020-05-19,anjaw,3.115833282470703
2020-05-19,anjaw,4.451395434002544
2020-05-20,anjaw,11.092777676052517
2020-05-20,anjaw,11.460233466569768
2020-05-21,anjaw,30.55249701605903
2020-05-21,anjaw,31.08883879905523
2020-05-22,anjaw,11.038888719346788
2020-05-22,anjaw,9.363836244095204
2020-05-15,anugul,0.9524108341761998
2020-05-16,anugul,6.288392748151507
