date,district,rainfall_mm,rain_3day_mm,threshold_1day_mm,threshold_3day_mm,flood_intensity
2020-05-15,aizawl,9.757418724798388,0.0,43.42414364707209,106.1479066928429,0.0
2020-05-16,aizawl,8.47000023626512,0.0,43.42414364707209,106.1479066928429,0.0
2020-05-17,aizawl,0.4867741984705771,18.714193159534084,43.42414364707209,106.1479066928429,0.0
2020-05-18,aizawl,0.0982257935308641,9.055000228266561,43.42414364707209,106.1479066928429,0.0
2020-05-19,aizawl,36.11451376638105,36.699513758382494,43.42414364707209,106.1479066928429,0.0
2020-05-20,aizawl,8.67306420110887,44.88580376102079,43.42414364707209,106.1479066928429,0.0
2020-05-21,aizawl,2.73016111312374,47.51773908061366,43.42414364707209,106.1479066928429,0.0
2020-05-22,aizawl,3.0883870278635333,14.491612342096143,43.42414364707209,106.1479066928429,0.0
2020-05-15,alipurduar,23.4416015625,0.0,41.51269163314707,101.47546843658172,0.0
2020-05-16,alipurduar,22.2283984375,0.0,41.51269163314707,101.47546843658172,0.0
2020-05-17,alipurduar,2.044599914550781,47.71459991455078,41.51269163314707,101.47546843658172,0.0
2020-05-18,alipurduar,2.301000061035156,26.57399841308594,41.51269163314707,101.47546843658172,0.0
2020-05-19,alipurduar,4.24219970703125,8.587799682617188,41.51269163314707,101.47546843658172,0.0
2020-05-20,alipurduar,56.7827978515625,63.32599761962891,41.51269163314707,101.47546843658172,0.3678418723931297
2020-05-21,alipurduar,28.6219970703125,89.64699462890626,41.51269163314707,101.47546843658172,0.0
2020-05-22,alipurduar,7.351400146484375,92.75619506835938,41.51269163314707,101.47546843658172,0.0
2020-05-15,ambedkarnagar,0.01473684216800489,0.0,38.522158604372265,94.16527658846556,0.0
2020-05-16,ambedkarnagar,0.0,0.0,38.522158604372265,94.16527658846556,0.0
2020-05-17,ambedkarnagar,0.0,0.01473684216800489,38.522158604372265,94.16527658846556,0.0
2020-05-18,ambedkarnagar,0.0,0.0,38.522158604372265,94.16527658846556,0.0
